Página,Título,Conteúdo
https://memoria.computacao.ufcg.edu.br/graduacao/monitoria/perguntas-e-respostas,Perguntas e respostas,"Bolsas Qual o valor da bolsa de monitoria? R. desde o período letivo 2013.1 o valor da bolsa de monitoria é de R$ 300,00 (trezentos reais). Eu posso receber bolsa de um projeto e da monitoria? R. Não. O acúmulo de bolsas é vedado pela UFCG. Mas eu posso ser monitor voluntário e receber bolsa de projeto? R. Sim. Até 2013.2 a UFCG não permitia que bolsistas de outros projetos participassem nem como voluntários. Mas essa política mudou a partir de 2014.1 e agora os bolsistas de projetos podem sim participar do programa de monitoria como voluntários. E o que eu ganho sendo voluntário? R. Em primeiro lugar, você ganha a experiência. Isso vale muito mais do que a bolsa e vai ser importante no futuro. Além disso, você receberá o certificado de participação no programa. Certificados Quando vou receber meu certificado de monitoria? R. Não sei. Os certificados de monitoria são emitidos pela PRE. Em geral eles levam alguns meses para serem confeccionados. Quando eles ficarem prontos, será divulgado na secção de novidades da página de monitoria do DSC . Meu certificado ainda não ficou pronto, mas preciso dele para me inscrever no mestrado (ou CsF, PET, PIBIC, etc.). Tenho como conseguir uma declaração? R. Sim. Procure o coordenador de monitoria do DSC que ele pode providenciar uma declaração. Quem tem direito ao certificado? R. Todos os monitores, sejam bolsistas ou voluntários, que participaram do programa durante todo o período letivo têm direito ao certificado de monitoria. Voluntários também recebem o certificado? R. Sim. Desde que o voluntário tenha participado do programa durante todo o período letivo. Desligamento da monitoria Não desejo mais continuar como monitor. Como me desligo do programa? R. Para se desligar do programa de monitoria você deverá: preencher e assinar o formulário de desligamento da monitoria; enviar por e-mail o formulário assinado para o coordenador de monitoria do DSC comunicando sua decisão. Até quando posso solicitar o desligamento da monitoria? R. As listas de monitores bolsistas e voluntários são enviadas à PRE no dia 15 de cada mês. Por exemplo, as listas referentes a julho/2014 serão enviadas no dia 15 de julho de 2014. Portanto, você deve comunicar o coordenador e entregar o formulário de desligamento preenchido até o dia 14 do mês que você deseje se desligar do programa. Outras informações Professor, como faço pra falar com o senhor? Me escreva um e-mail ou passe em minha sala. Se eu estiver disponível com toda certeza irei lhe atender. Minha sala fica no Laboratório de Sistemas Embarcados e Computação Pervasiva."
https://memoria.computacao.ufcg.edu.br/projeto-ol%C3%ADmpico,Projeto Olímpico,"As Olimpíadas Científicas, mais do que competições entre jovens que envolvem conhecimentos científicos de alto nível, são uma importante ferramenta educacional que têm impacto direto na formação de recursos humanos de alto nível em ciências – descobrindo e estimulando talentos – e indiretamente na qualificação de professores através de sua valorização profissional. Em alguns casos, é um instrumento importantíssimo de inclusão social. O Projeto Olímpico da Computação@UFCG visa não só à ampliação da Olimpíada Paraibana de Informática , como também à organização de cursos de capacitação em disciplinas básicas importantes no cenário mundial atualmente na área de Informática, visando a atingir, anualmente, mais de mil alunos de escolas públicas e privadas de várias cidades da Paraíba. Objetivos Metodologia Resultados esperados Resultados alcançados até o momento Estamos oferecendo oportunidades para que a iniciativa privada possa participar do projeto através de cotas de patrocínio. Para maiores informações, favor entrar em contato com a Coordenação de Pesquisa e Extensão do DSC/UFCG através do endereço rohit@computacao.ufcg.edu.br . Agenda das próximas atividades Competições Organização da Olimpíada Brasileira de Informática em Maio a Agosto; Organização da Olimpíada Paraibana de Informática nível fundamental em Maio e Setembro; nível médio em Maio e Setembro; nível superior em Agosto; Organização da maratona da USP na UFCG em Agosto; Organização e Participação na 1a fase da Maratona da SBC em Setembro. Treinamentos Participação na Escola de Verão: Maratona de Programação em Janeiro e Fevereiro; Organização de curso básico e intermediário de programação na UFCG em Março a Dezembro; Organização do curso avançado de programação em Setembro; Organização da Cerimônia de Premiação da Olimpíada Paraibana de Informática em Novembro."
https://lacina.computacao.ufcg.edu.br/,LACINA,"O Laboratório de Computação Inteligente Aplicada (LACINA) é integrante do complexo laboratorial do Centro de Engenharia Elétrica e Informática (CEEI) da Universidade Federal de Campina Grande (UFCG).

Considerado um dos principais centros de excelência em Pesquisa e Ensino no Brasil, com tradição de décadas na execução de projetos de Pesquisa, Desenvolvimento & Inovação (PD&I), o CEEI mantém sólidas parcerias, tanto com a iniciativa pública quanto com a indústria, incluindo empresas nacionais e internacionais. Uma das modalidades de execução de projetos é através da Embrapii. A unidade CEEI-Embrapii foi credenciada no primeiro Edital Embrapii em 2014 e hoje já conta com mais de 200 milhões de reais em projetos executados em colaboração com mais de 200 empresas parceiras.


Além do LACINA, o CEEI conta com diversos outros laboratórios com competências complementares, dentro de sua área de atuação, sendo eles:                                                                                                                                 Computação Inteligente Aplica (LACINA)

Laboratório de Análise de Dados (Analytics)

Laboratório de Arquiteturas Dedicadas (LAD)

Laboratório de Eletrônica Industrial e Acionamento de Máquinas (LEIAM)

Laboratório de Excelência em Microeletrônica do Nordeste (X-MEN)

Laboratório de Inteligência Artificial (LIA)

Laboratório de Inteligência Computacional em Bioenergia (LINCE)

Laboratório de Instrumentação e Controle (LIEC)

Laboratório de Interface Homem-Máquina (LIHM)

Laboratório de Percepção Computacional (LPC)

Laboratório de Práticas de Software (SPLab)

Laboratório de Qualidade de Dados (LQD)

Laboratório de Robótica (e-Robótica)

Laboratório de Sistemas de Informação (LSI)

Laboratório de Sistemas Distribuídos (LSD)

Laboratório de Sistemas Embarcados e Computação Pervasiva (Embedded)

Laboratório de Sistemas Inteligentes (Brain)

Laboratório de Tecnologias de Comunicação (LATEC)

Laboratório de Tecnologias de Comunicação para Redes Elétricas (e-Smart)

Núcleo de Pesquisa, Desenvolvimento e Inovação em Tecnologia, Informação, Comunicação e Automação (VIRTUS)                                         Uma das modalidades de execução de projetos é através da Embrapii. A unidade CEEI-Embrapii foi umas das primeiras unidades credenciadas no país (no primeiro Edital, em 2014) e hoje já conta com mais de 200 milhões de reais em projetos executados em colaboração com mais de 200 empresas parceiras. São desenvolvidas soluções que envolvem as mais diversas áreas da Inteligência Artificial: Aprendizagem de Máquina (Machine Learning), Aprendizagem Profunda (Deep Learning), Visão Computacional, Processamento de Linguagem Natural, Processamento de Sinais Digitais, entre outras."
https://lacina.computacao.ufcg.edu.br/vagas,LACINA-VAGAS,"Interessado em fazer parte do time mas não encontrou vagas interessantes no momento ? 
Envie seu currículo e seja chamado nas próximas oportunidades !
Como funciona?
Nós mantemos um cadastro dos profissionais interessados, que poderão ser contactados quando uma nova vaga surge! 

Caso tenha interesse por Inteligência Artificial ou por Desenvolvimento de Software em Geral, cadastre-se utilizando um dos formulários a seguir.  

Temos oportunidades para trabalho presencial e remoto. 

Este cadastro é exclusivo para candidatos da área de Computação / Tecnologia da Informação. Nosso time também é composto por profissionais de outras áreas (assistentes administrativos, profissionais de suporte técnico, web designers, linguistas, etc), porém, não estamos fazendo cadastro para estes perfis no momento.



 Formulários
Profissionais (graduados): LINK

Estudantes (Exclusivo para alunos da UFCG): LINK

(o cadastro pode ser editado sempre que desejar, acessando novamente o formulário com o mesmo usuário)

O que fazem nossos colaboradores? 
Nosso time é formado por pesquisadores, desenvolvedores, pesquisadores em formação (doutorandos e mestrandos) e alunos de graduação. 

Os membros do time de desenvolvimento normalmente se envolve em uma ou mais dessas atividades:

Investigação / desenvolvimento de algoritmos para resolução de problemas;

Investigação / desenvolvimento de modelos baseados em Aprendizagem de Máquina  / Aprendizagem Profunda;

Realização de experimentos;

Preparação / limpeza / pré-processamento de dados;

Manutenção de bases de dados;

Implementação / manutenção de software backend;

Implementação / manutenção de software frontend (web/mobile);

Realização de testes de software.



Conhecimentos esperados 
Essenciais:

Profissionais: ter Graduação concluída em Ciência da Computação ou áreas afins.

Mestrado/doutorado é um grande diferencial.

Estudantes: ser aluno da UFCG.

Inglês (leitura);

Ser proativo;

Ter vontade de aprender;

Gostar de desafios;

Gostar de trabalhar em equipe;

Ter facilidade de comunicação.

Desejáveis:

Inglês (conversação e escrita);

Conhecimentos tecnológicos e experiência compatíveis com as vagas que vierem a ser aberta.
contato: lacina@computacao.ufcg.edu.br"
https://lvc.dsc.ufcg.edu.br/home,LIAD,"LIAD, um centro de inovação com foco em Pessoas, Pesquisa e Desenvolvimento de soluções inovadoras
Bem-vindo(a) ao Laboratório de Inteligência Artificial e Arquiteturas Dedicadas / LIAD. Aqui, a inovação surge de pessoas para conquistar o mundo e transformar negócios e organizações.

Inovando e transformando pessoas e o futuro.
Somos um centro de pesquisa e desenvolvimento tecnológico que há mais de 15 anos ajudamos a transformar o desenvolvimento tecnológico do país e a formar e capacitar pessoas para transformar o meio em que vivem. Nossa missão é contribuir para a construção de um futuro melhor para todos e essa construção passa pela educação.


P&D & Inovação
Nosso trabalho é desenvolver tecnologias avançadas que levam soluções inovadoras para a sociedade.


Soluções em TICS
Usamos a Tecnologia da Informação e Comunicação para criar soluções digitais escaláveis e inovadoras.


Capacitação & Treinamento
Acreditamos que a formação é essencial para o progresso e desenvolvimento sustentável da sociedade.


P&D & Inovação
Nosso trabalho é desenvolver tecnologias avançadas que levam soluções inovadoras para a sociedade.

Um laboratório feito de pessoas que transformam pessoas
Nossos pesquisadores
Conheça algumas das nossas áreas de expertise
Nossa equipe é composta por profissionais altamente qualificados e experientes em diversas áreas da Visão Computacional. Abaixo, listamos algumas das áreas que atuamos.


Visão Computacional e Reconhecimento de Padrões
Reconhecimento de expressões faciais, extração de conteúdo de documentos, Deep learning e bigdata e muito mais.


Computação Afetiva e Análise Acústica
Reconhecimento de emoções em sinais multimídia, reconhecimento de fala e classificação de patologias da voz.


Interface Humano-Computador
Projetos que envolvem a criação de interfaces que melhorem a experiência do usuário em interagir com sistemas.


Visão Computacional e Reconhecimento de Padrões
Reconhecimento de expressões faciais, extração de conteúdo de documentos, Deep learning e bigdata e muito mais.

Parceiros que desenvolvemos soluções
Logo Hp
Logo PactoMais
Logo Cicatriza
Logo Petrobras
Logo Fapes
Logo Vsoft
Logo Lmg
#NossosCases

Descubra como classificar suas músicas de acordo com suas emoções
No LIAD, criamos um projeto que visa melhorar a sua experiência musical em cima das suas emoções. Isso mesmo que você leu, com o software Virtuoso, criado no LIAD, você é capaz de classificar suas músicas por gênero e por emoções ao escutá-las. Além disso, é capaz de classificar gêneros musicais brasileiros específicos. Venha conhecer um pouco mais desse nosse cases!

Conheça esse e mais cases
Descubra as últimas tendências e novidades do mercado e do LIAD
Você é apaixonado ou vive tecnologia e quer ficar por dentro das últimas novidades do mercado? Então não perca tempo e confira agora mesmo o nosso blog.


"
https://lvc.dsc.ufcg.edu.br/laboratorio,LIAD-Pesquisadores,"Sobre o Laboratório de Inteligência Artificial e Arquiteturas Dedicadas (LIAD)
O Laboratório de Inteligência Artificial e Arquiteturas Dedicadas (LIAD) atua há mais de 15 em pesquisa e desenvolvimento tecnológico nas áreas de Inteligência Artificial, Visão Computacional, Aprendizagem de Máquina e Reconhecimento de Padrões em Multimídia. Anteriormente chamado de Laboratório de Visão Computacional (LVC) decidiu mudar de nome por trabalhar também nos vários ramos de Inteligência Artificial que envolvem multimídia.

Conheça algumas das nossas áreas de expertise
Nossa equipe é composta por profissionais altamente qualificados e experientes em diversas áreas da Visão Computacional. Abaixo, listamos algumas das áreas que atuamos.


Visão Computacional e Reconhecimento de Padrões
Reconhecimento de expressões faciais, extração de conteúdo de documentos, Deep learning e bigdata e muito mais.


Computação Afetiva e Análise Acústica
Reconhecimento de emoções em sinais multimídia, reconhecimento de fala e classificação de patologias da voz.


Interface Humano-Computador
Projetos que envolvem a criação de interfaces que melhorem a experiência do usuário em interagir com sistemas.


Visão Computacional e Reconhecimento de Padrões
Reconhecimento de expressões faciais, extração de conteúdo de documentos, Deep learning e bigdata e muito mais.

Nossos pesquisadores
Eanes Torres Pereira
Eanes Torres Pereira possui graduação em Ciência da Computação pela Universidade Federal de Alagoas (2005), mestrado em Ciência da Computação pela Universidade Federal de Campina Grande (2007) e doutorado em Ciência da Computação pela UFCG (2012). É professor da Unidade Acadêmica de Sistemas e Computação da Universidade Federal de Campina Grande, onde desenvolve atividades de ensino e pesquisa nas áreas de Reconhecimento de Padrões em Dados Multimídia, Causalidade, Aprendizagem de Máquina e Aprendizagem Profunda.

Herman Martins Gomes
Possui graduação em Ciência da Computação pela Universidade Federal da Paraíba (1992), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (1995) e PhD em Artificial Intelligence - University of Edinburgh (2002). É professor associado da Universidade Federal de Campina Grande. Tem experiência na área de Ciência da Computação, com ênfase em Visão Computacional e Redes Neurais, atuando principalmente nos seguintes temas: computação afetiva (reconhecimento de emoções a partir de EEG e outros sinais fisiológicos), biometria (faces, expressões faciais, impressões digitais), aplicações médicas.

Joseana Macêdo Fechine
Sou graduada em Engenharia Elétrica pela Universidade Federal da Paraíba (1991), mestre em Engenharia Elétrica pela Universidade Federal da Paraíba (1994) e doutora em Engenharia Elétrica pela Universidade Federal da Paraíba (2000). Atualmente, professora Associado do Curso de Ciência da Computação da Universidade Federal de Campina Grande, Coordenadora dos Laboratórios LIA (Laboratório de Inteligência Artificial) e LInCE (Laboratório de"
https://splab.computacao.ufcg.edu.br/welcome-to-splab,SPLAB,"The mission of the Software Practices Laboratory (SPLab) is to promote the development of the state-of-the-art in the theory and practice of Software Engineering by conducting projects in cooperation with academic and industrial partners and providing high-level education. SPLab is part of the Computer and Systems Department at Federal University of Campina Grande, Brazil. 
"
https://splab.computacao.ufcg.edu.br/research,SPLAB-Pesquisa,"Research
The Software Practices Laboratory (SPLab) is a research group devoted to the investigation and development of well-founded theory, methods, techniques and tools targeted at the practice of Software Engineering. The laboratory, previously named Formal Methods Group and Petri Nets Group, was founded in 1994. Since then a number of research projects have been conducted in cooperation with academic and industrial partners. The main research areas currently investigated are:

Formal Methods
Model-Driven Development
Software Engineering Education
Software Evolution
Software Productivity
Verification, Validation and Testing                                                                                                                                                      Contact : Secretary: +55 (83) 2101 1429

splab -_at_- computacao.ufcg.edu.br"
https://sites.google.com/view/lsi-ufcg/home?authuser=0,LSI,"LABORATÓRIO DE SISTEMAS DE INFORMAÇÃO
Criado em 1996, como laboratório de Pesquisa, Desenvolvimento e Inovação da UASC - CEEI - UFCG, pelos professores Dr. Marcus Costa Sampaio e Dr. Ulrich Schiel, o LSI desenvolve atividades de pesquisa científica e aplicada, ensino e extensão na área de Sistemas de Informação e Banco de Dados.

O LSI tem trabalhado em Projetos de Pesquisa, Desenvolvimento e Inovação com parceiros públicos e privados. 

O LSI é membro da Unidade EMBRAPII da UFCG desde sua criação."
https://sites.google.com/view/lsi-ufcg/projetos?authuser=0,LSI-Projetos,"PROJETOS
ATUAIS
TCE-AC - Projeto Inaudita: uso de indicadores de desempenho para melhoria de eficiência, eficácia e efetividade no processo de auditoria de contas públicas

Synchro - Projeto SmartFiscal - Synchro4TDF

Synchro -  Projeto SYNTAX - Synchro4Me

CNPQ - Monitoramento de risco de acidentes em rodovias usando aprendizagem  de máquina, NLP e redes sociais

FINALIZADOS
TCE-AC - Icuriã: sistemas de informações utilizando-se de plataformas móveis e web, business intelligence, redes sociais e geoprocessamento

Governo do Estado da Paraíba - AESA (Agência Executiva de Gestão das Águas) - sistemas de informação web com uso de geoprocessamento

EMBRAPA Algodão - Sobcontrole: pragas do algodão

 CNPq - WhereUGo - plataforma para predição de mobilidade urbana

Synchro - Solução fiscal e contábil em sistemas distribuídos em nuvem com elasticidade, resiliência e segurança

Synchro - ERP Fiscal

CNPq - Uso de semântica e geoprocessamento na identificação de problemas urbanos em mídias sociais

Synchro - EMBRAPII - FiscalWeb

Sistema de acompanhamento de obras públicas baseado em geoprocessamento

CNPq - GeoCrowd: uma rede Social baseada em localização aplicada ao domínio de cidades inteligentes  

CNPq - PhotoGeo: anotação semi-automática em fotografias digitais usando smartphones

HP - ReSET: Recomendações Sociais Espaço-Temporais

Chesf - SAD: Sistema de Apoio à Decisão

CNPq/UFMA/FGV/UFCG - Um ambiente para armazenamento, recuperação, interpretação e análise de grandes volumes de dados multimídia

CNPq - Uma plataforma web para construção e gestão de redes geo-sociais com suporte à anotações semânticas

Chesf - SmartView: sistema de integração de vários sistemas elétricos usando base GIS.

FINEP - HidroGIS: ferramenta CASE para desenvolvimento de aplicações de geoprocessamento na web

Governo do Estado da Paraíba e Governo do Estado do Pernambuco - SIRHI: sistema de informação de recursos hídricos

CNPq - VadeMecum: geoprocessamento em computação móvel

Freebie: biblioteca digital para recuperação multimídia (imagem, vídeo e texto) usando software livre

Governo do Estado do Maranhão - WebGIMA: sistema web com banco de dados georeferenciados para informações censitárias

iProcess: sistema para gestão de fluxos de processos administrativos

iGIS: Internet Geographic Information System"
https://sites.google.com/view/lsi-ufcg/patentes?authuser=0,LSI-Patentes,"PATENTES
PATENTES
PATENTE:

BR512017001010-2   NETO, FRANCISCO DANTAS NOBRE; BAPTISTA, CLAUDIO DE SOUZA ; CAMPELO, CLAUDIO E. C. . Aplicativo de Apresentação de Coordenadas Espaciais. 2017.
Patente: Programa de Computador.
Número do registro: BR512017001010-2, data de registro: 02/08/2017, título: “Aplicativo de Apresentação de Coordenadas Espaciais” ,
Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial, Depositante (s): Instituto Federal de Educação, Ciência e Tecnologia da Paraíba,

Pedido de Registro de Programa de Computador – RPC – junto ao INPI:

BR51220001048-2  DE SOUZA BAPTISTA, CLAUDIO; ALVES, A. L. F. ; OLIVEIRA, A. . Educa Mais – Uso de Mineração de Opinião em Avaliações Discentes Visando a Melhoria da Qualidade de ensino em Universidades. 2020.
Patente: Programa de Computador. Número do registro: BR51220001048-2, data de registro: 10/06/2020, título: “Educa Mais – Uso de Mineração de Opinião em Avaliações Discentes Visando a Melhoria da Qualidade de ensino em Universidades” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial.

BR512020001047-4 DE SOUZA BAPTISTA, CLÁUDIO; CRUZ, I. ; CAMPELO, CLAUDIO E.’C. . BlindMap – Plataforma VGI para Auxílio à Navegação de Deficientes Visuais. 2020.
Patente: Programa de Computador. Número do registro: BR512020001047-4, data de registro: 10/06/2020, título: “BlindMap – Plataforma VGI para Auxílio à Navegação de Deficientes Visuais” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial.

BR512019001548-7 BAPTISTA, C. S.; ROCHA, J. H. ;  MENEZES,L.C.; FALCÃO, A. G. R. . Crowd4City – Utilizando Sensores Humanos como Fonte de Dados em Cidades Inteligentes. 2019.
Patente: Programa de Computador. Número do registro: BR512019001548-7, data de registro: 19/07/2019, título: “Crowd4City – Utilizando Sensores Humanos como Fonte de Dados em Cidades Inteligentes” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial.

BR 512018001025-3 FIGUEIRÊDO, H. F., BAPTISTA, C. S., LEITE, D.F.B., DA SILVA, J.P.R., FIRMINO, A. A. Número do Processo: BR 512018001025-3
Título: Detecção de Eventos Compartilhados Através de Fotografias Digitais – PhotoSharedEvents
Data de envio do formulário: 25/06/2018
Data de Publicação: 15/10/2012

BR 512018001229-9 ROCHA, J. H. ; BAPTISTA, C. S. ; CAMPELO, C. E. C. . GeoSEn News – Um método baseado em informações Geográficas e Dados de Redes Sociais. 2018.
Patente: Programa de Computador. Número do registro: 512018001229-9, data de registro: 18/07/2018, título: “GeoSEn News – Um método baseado em informações Geográficas e Dados de Redes Sociais” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial.

BR 512018001013-0 LEITE, D.F.B., BAPTISTA, C.S, SILVA, T.E.
Número do Processo: BR 512018001013-0
ExpSolap – Um arcabouço para processamento analítico espacial e
exploratório integrando dados estruturados
Data de envio do formulário: 25/06/2018
Data de Publicação: 01/07/2016

BR 102017017132-9 NOBRE NETO, F. D.; BAPTISTA, C. S. ; Campelo, C. E. C. . Sistema para identificação de trajetória realizada pela primeira vez, no contexto de previsão. 2017, Brasil. Patente: Privilégio de Inovação. Número do registro: BR1020170171329, título: “Sistema para identificação de trajetória realizada pela primeira vez, no contexto de previsão” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial, Depositante (s): Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Depósito: 10/08/2017Instituição(ões) financiadora(s): Universidade Federal de Campina Grande; Instituto Federal de Educação, Ciência e Tecnologia da Paraíba.

BR 512017001005-6 NETO, FRANCISCO DANTAS NOBRE; BAPTISTA, CLAUDIO DE SOUZA ; CAMPELO, CLAUDIO E. C. . Aplicativo de Captura de Coordenadas Espaciais por Dispositivos GPS de Smartphones.
Patente: Programa de Computador.
Número do registro: BR512017001005-6
Data de registro: 02/08/2017
Título: “Aplicativo de Captura de Coordenadas Espaciais por Dispositivos GPS de Smartphones” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial, Depositante (s): Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Universidade Federal de Campina Grande.

BR 512017001010-2 NETO, FRANCISCO DANTAS NOBRE; BAPTISTA, CLAUDIO DE SOUZA ; CAMPELO, CLAUDIO E. C. APLICATIVO DE APRESENTAÇÃO DE COORDENADAS ESPACIAIS.
Patente: Programa de Computador.
Número de Registro: BR512017001010-2
Data de registro: 02/08/2017
Título: ” APLICATIVO DE APRESENTAÇÃO DE COORDENADAS ESPACIAIS.”
Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial, Depositante (s): Instituto Federal de Educação, Ciência e Tecnologia da Paraíba; Universidade Federal de Campina Grande.

BR512017001006-4 NETO, FRANCISCO DANTAS NOBRE; BAPTISTA, CLAUDIO DE SOUZA ; CAMPELO, CLAUDIO E. C. . Aplicativo Web para Captura de Coordenadas Espaciais em Smartphones.
Patente: Programa de Computador.
Número do registro: BR512017001006-4
Data de registro: 02/08/2017
Título: “Aplicativo Web para Captura de Coordenadas Espaciais em Smartphones” , Instituição de registro: INPI – Instituto Nacional da Propriedade Industrial, Depositante (s): Instituto Federal de Educação, Ciência e Tecnologia da Paraíba, Universidade Federal de Campina Grande."
